																	
	18. The -w- in Luoxiang Mien (8) and Lanjin Mun (9) is secondary: -j- dropped, then -w- developed between a labial and /a/.																
	23. From Tibeto-Burman *-rjat ‘eight’ (see chapter 5).																
	24. *pj- is reconstructed on the basis of Mien forms /pjet7/ and /pje7/ (Wang and Mao 15 & 16).  The -w- in Luoxiang Mien (8) is secondary: -j- dropped, then -w- developed between a labial and /a/.																
																	
	5																
	5a. H *æ																
		1	2	3	4	5	6	7	H							Initial	H
	1. bridge	--	--	--	la1b	--	--	--	*æ							2.41	*hlæA
	2. thick	ta1	ta1	tua1	ta1a	tiA	tei1	te1	*æ							2.1	*tæA
	3. thigh	pa1	pa1	pua1	pa1a	--	--	pe1	*æ							1.1	*pæA
	4. ant	phen3	mpha3	--	--	--	mphai3	m̥je3	*æ							1.5	*mphæB
	5. to hold/grasp hand	--	--	tua3	ta3a	tiB	--	--	*æ							2.1	*tæB
	6. to hold in mouth	--	--	mpua3	mpa3a	mʔpziB	--	--	*æ							1.4	*mpæB
	7. billhook	sa5	--	tsua7	sa7a	tsiC	--	--	*æ							3.1	*tsæC
	8. chaff/husk	fha5	sa5	sua5	sa5b	siB	v̥ei5	m̥e5	*æ							1.17	*S-phjæC
	9. pig	pa5	mpa5	mpua5	mpa5a	mʔpeiC	mpei5	me5	*æ							1.4	*mpæC
	10. rope	l̥ha5	l̥ha5	hl̥ua5	la5b	l̥iC	l̥ei5	l̥e5	*æ							2.41	*hlæC
	11. bland/tasteless	ɕen6	--	tʂua6	səa6	ziC	ʃi6	tɕi6	*æ							3.18	*dzjæC
	12. comb	ɣa6	ʐa6	ʐua6	ʐəa6	wjiC	vi6	ɦji6	*æ							2.57	*ræC
	13. to have food w/rice	--	--	ntsua6	mpje6	mpjiC	--	--	*æ							1.36.1	*mbljæC 
	14. to join	sen7	tshɑ7	tsua7	sa7a	--	--	--	*æ							3.1	*tsæD
	15. to rob	--	--	--	ɦa7b	hiD	--	--	*æ							7.14	*hæD
	16. tin	--	--	tshua7	sa7b	--	--	--	*æ							3.2	*tshæD
	17. young	--	--	hl̥ua7	ɭa7b	--	--	--	*æ							2.41.1	*hljæD
																	
	Chinese loanwords in set 5a:	*mə-pʰˤrak (OC)	>	phæk (MC)	拍	pāi  ‘to strike’	>	H *mbæA ‘to clap’									
				dap (MC)	蹋	tà  ‘to trample/tread’	>	H *dæD ‘to step on/tread’									
																	
	5b. HM *æ (54, 149)																
		1	2	3	4	5	6	7	H	HM	M	8	9	10	11	Initial	HM
	18. molar tooth	--	pa2	pua1	--	--	--	--	*æ	*æ	*æ	--	--	--	ba1	1.1	*pæ
	19. mountain pass	--	--	--	--	--	e7	--	*æ	*æ	*æ	ɛ7	e1	ɛ7	a1	7.1	*ʔæ(C)
																	
	Chinese loanword in set 5b:	ngwæX (MC)	瓦	wǎ  ‘tile’	>	HM *ŋʷæX											
																	
	5c. HM *æj (169)																
		1	2	3	4	5	6	7	H	HM	M	8	9	10	11	Initial	HM
	20. dry/thirsty	qha1	--	ɴqhua1	ŋka1b	ɴʔqheiA	ŋkhei1	--	*æ	*æj	*aj	gaːi1	gaːi1’	--	gɔi1	05/06/05	*NKhæj
																	
	5d. HM *æw (114, 152, 171)																
		1	2	3	4	5	6	7	H	HM	M	8	9	10	11	Initial	HM/M
	21. liquid/soup	--	ca3	kua5	ka3a	tɕiB	--	--	*æ	*æw	*au	--	--	kla3	--	5.31	*klæwX
	22. to play	--	tsa4	--	--	--	--	--	*æ	*æw	*au	dzjaːu6	dzaːu6	dza6	--	3.6	*N-dzæwH
	23. wind	tɕen5	ci5	cua5	--	tɕiC	tʃi5	tɕi5	*æ	*æw	*au	ʥau5	ȡaːu5	hja5	dzau5	4.1	*N-cæwH
	24. to measure (rice)										*au	gaːu1	gaːu1'	ɬa1	dzau1	2.56	*hrauA
	25. young man										*au	bjaːu2	baːu2	--	--	1.21	*mbjauA
	26. to repay										*au	--	klaːu3	klau3	kau3	6.31	*qlauB
																	
	Chinese loanwords in set 5d: Another Chinese loan which might fit here would be the irregular Mienic word for ‘claw/talon’ (M *ʔɲauB); Downer (1973) noted the resemblance to Amoy /jiaù/.	*lˤaw (OC)	>	daw (MC)	桃	táo ‘peach’	>	HM *ɢlæw									
		*[g]aw (OC)	>	haw (MC)	號	háo ‘to shout/cry out’	>	HM *Gæw ‘to sing/cry out’									
		*[kh]ˤawʔ (OC)	>	khawX (MC)	槀	gǎo ‘dry/withered’	>	HM *KhæwX									
		*mə.[ts]ˤawʔ (OC)	>	tsawX (MC)	澡	zǎo ‘to wash (hands)’	>	HM *ntsæwX									
				tsrhæwX (MC)	炒	chǎo ‘to fry’	>	M *chauB									
																	
	5e. HM *æp (86, 144)																
		1	2	3	4	5	6	7	H	HM	M	8	9	10	11	Initial	HM
	27. to cut	ken7	ɴqɑ7	--	--	--	tʃei7	--	*æ	*æp	*æp	kap7	kjap7	klan7	kɛp7	5.31	*klæp
	28. fan	zen8	mjɑ7	ntsua8	mpja8	mpziD	mpli8	mi8	*æ	*æp	*æp	bjap8	bjaːp8	bjɛn8	dzjɛp8	1.36.1	*mbljæp
																	
																	
	5f. M *æt (164)																
		1	2	3	4	5	6	7	H	HM	M	8	9	10	11	Initial	M
	29. to twist/rub										*æt	ɕat7	saːt7’	saːt7’	sjɛt7	4.13	*ɕætD
																	
	Discussion																
	There was a merger of Hmong-Mien *au (3d) and *æw (5c) into Mienic *au.  ‘To measure rice’, ‘young man’, ‘to repay’, and ‘to stir fry’ have been placed here, in rime 5c, given a slightly better fit with the reflexes of Hmong-Mien ‘wind’.  But it should be remembered that these words could be taken back to either *au or *æw in Proto Hmong-Mien.																
																	
	5g. Hmong-Mien *-æk (72) contains only Chinese loans:																
																	
	百 bǎi ‘hundred’:	OC *pˤrak	>	MC pæk	>	HM *pæk											
	拍 pāi ‘to strike’:	OC *mə-pʰˤrak	>	MC phæk	>	(HM *mphæk > ) M *bhækD ‘to clap’											
	白 bái ‘white’:	OC *bˤrak 	>	MC bæk	>	M *bækD											
																	
	Another Chinese loanword falls into this set:																
																	
	客 kè ‘guest’:	OC *kʰˤrak	>	MC khæk	>	HM *Khæk											
																	
	Notes																
	1. See also Shimen /l̥a1/, Qingyan /l̥o1/, and Gaopo /l̥hɑ1/ ‘bridge’ (all West Hmongic).  Compare Tibeto-Burman *(s-)ley ‘bridge, ladder’, which is a closer semantic match than Chinese 梯 ‘wooden steps, stairs’ (OC *l̥[ə]j > MC thej > Man. tī).																
	8. This word is probably the same as Hmong-Mien *mphi̯ɛk ‘chaff/husk’ (1.5/1); note the Pa-Hng (7) form /m̥e5/ which provides a link.																
	9. Compare Tibeto-Burman *pʷak ‘pig’.																
	11. Tan Trinh Pa-Hng (Niederer 1997) has been substituted for Baiyun Pa-Hng (7).																
	16. In White Hmong, ‘lead metal’.																
	17. This word would have ended in either -p or -t (Hmong-Mien tone 7 words ending in -k merged with tone 5 in Hmongic).																
	18. In White Hmong, ‘jaw, chin’.																
	19. A final stop consonant is tentatively reconstructed on the basis of three reflexes with tone 7.																
	21. In Biao Min (10), this means ‘dew’.																
	22. Jiangdi Mien (Wang and Mao 15) has been substituted for Luoxiang Mien (8).																
	23. Jiwei (2) form taken from Office of Miao-Yao Research Lexicon (1987).																
	25. Jiangdi Mien (Wang and Mao 15) has been substituted for Luoxiang Mien (8).																
	20 & 28. These words may involve expressive phonology.																
	29. Hainan Mun (Shintani and Yang 1990) has been substituted for Lanjin Mun (9).  This word is probably the same as Hmongic *S-phu̯aA ‘twist/rub’ (1.2/15).																
	6																
	6a. H *ɔ																
		1	2	3	4	5	6	7	H							Initial	H
	1. many/much	nɛ5	--	ntau5	ntɔ5a	nʔtuC	ntei5	--	*ɔ							2.4	*ntɔC
	2. shoes	--	ɕɔ5	khau5	kɔ5b	khuC	ʃu5	ŋkʉ5	*ɔ							5.17	*khjɔC
	3. to sieve	--	ɕɔ5	tʂhau5	--	--	--	--	*ɔ							3.17	*tshjɔC
	4. bracelet	--	pɔ6	pau6	po6	vuC	--	po6	*ɔ							1.3	*bɔC
	5. ant	--	--	ɳtʂau8	mpʐɔ8	mpjuD	--	--	*ɔ							1.51	*mbrɔD
																	
	Chinese loanwords in set 6a:	*[d]rak ‘to put on clothes; be attached’ (OC) 	>	drjak (MC)	著	zhuó ‘to wear, touch, etc.	>	H *drɔC ‘to hit target’									
		*trak ‘to place’ (OC) 	>	trjak (MC)	著	zhuó ‘to wear, touch, etc.’	>	H *trɔC ‘to put on/wear (shoes)’									
																	
	6b. HM *ɔi (131)																
		1	2	3	4	5	6	7	H	HM	M	8	9	10	11	Initial	HM
	6. pangolin	ɣo6	ʐɔ6	ʐau6	ʐo6	wjoŋA	--	ɦje6	*ɔ	*ɔi	*əi	gai6	gjai6	--	--	2.57	*rɔiH
																	
	6c. HM *əuk (241)																
		1	2	3	4	5	6	7	H	HM	M	8	9	10	11	Initial	M
	7. straw sandals									*əuk	*əuk	ɕu7	tθu7’	ȶu7	--	2.13	*səukD
	8. to dissolve									*əuk	*əuk	ju8	ju6	--	--	4.12	*jəukD
	9. sword									*əuk	*əuk	ʥu8	ȡu6	ȡu8	dziu8	4.6	*ɲɟəukD
																	
	Chinese loanwords in set 6c:	*tʕək (OC)	>	tok (MC)	得	dé  ‘to get/gain’	>	HM *təuk									
		*truk (OC)	>	trjuwk (MC)	竹	zhú ‘bamboo’	>	HM *ɲcəuk ‘bamboo strip’									
		*[dz]ʕawk (OC)	>	dzak (MC)	鑿	záo ‘chisel’	>	HM *dzəuk									
																	
	Discussion																
	This may have been a diphthong in Proto Hmongic: *ɔw.																
																	
	Notes																
	1. There are Mun forms for ‘many/much’ with a final velar nasal (/duŋ5/ or /duːŋ5/) which correspond in all but the coda.  It is not clear how this word should be reconstructed, so provisionally only the Hmongic forms are given above. 																
	2. In Jiongnai (6) and Pa-Hng (7), ‘straw sandals’. Perhaps from Chinese 屨 ‘sandals, straw shoes’ (OC *kro-s > MC kjuH > Man. jù), although the Chinese word is not aspirated. Compare Mienic *sjəukD ‘straw sandals’, #7 this set.																
	4. Green Mong has been substituted for White Hmong (3).																
	5. Compare Mon-Khmer *srmuuc (Shorto #873), Proto Tai *mu̯it D2S, Malay /semut/.																
	6. It may be that this is the same word as Chinese línglǐ 鯪 鯉, Proto Tai *lin, and Austronesian *taŋgilin ‘pangolin’.  If Hmongic and Mienic borrowed the word separately, the need to reconcile the Hmongic and Mienic reflexes would be eliminated.																
																	
	7																
	7a. H *o																
		1	2	3	4	5	6	7	H							Initial	H
	1. to   (tr)	tho1	--	--	to1b	thuA	--	--	*o							2.2	*thoA
	2. thunder	ho1	so1	sɔ1	so1b	suA	xu1	--	*o							1.2	*S-phoA
	3. female/woman	--	--	pɔ2	--	vuA	--	--	*o							1.3	*boA
	4. step	ȶə2	ʈo2	ʈɔ2	ʈo2	ʐuA	tʃa2	tɕa6	*o							2.48	*droA
	5. to cover self	--	--	vɔ3	wo3a	ʔwuB	--	va3	*o							1.1	*ʔwoB
	6. to look after	ɣə3	--	ʐɔ3	ʐo3a	ʔwjuB	--	--	*o							2.55	*ʔroB
	7. to play (flute)	--	--	tʂhɔ3	pʐo3b	--	--	--	*o							1.47.1	*phrjoC
	8. to sharpen/grind	xhə3	ho3	hɔ3	ho3b	huB	xu3	ho3	*o							7.14	*hoB
	9. thread	fhə3	so3	sɔ3	so3b	suB	--	--	*o							1.2	*S-phoB
	10. turbid	--	ɳʈo3	ɳʈɔ5	ɳʈo3a	ɳʔtʂuB	ɳtʃu4	ȵ~ɔ3	*o							5.49	*ŋkr-/*ŋgroB
	11. cow/ox	--	ʑu4	--	--	ʑuB	--	--	*o							4.12	*joB
	12. thorn	pə4	to4	pɔ4	pɯ4	vuB	--	--	*o							1.3	*-boB
	13. clf-mouthfuls	lo5	--	lɔ5	lo5a	--	lu5	--	*o							2.4	*ʔloC
	14. to remember	--	--	ɲcɔ5	ȵʨo5a	ȵʔʨuC	--	--	*o							4.4	*ɲcoC
	15. to rest	ʨhə5	ɕo5	ʂɔ5	so5b	suC	θjeu5	--	*o							2.28	*sjoC 
	16. span, finger	l̥o5	--	dɔ7	l̥o5a	qlouC	--	--	*o							6.46	*qroC
	17. to wring	--	pʐo5	--	pʐo5a	pjuC	--	pja5	*o							1.46.1	*prjoC
	18. to cover	mə6	--	mpɔ6	mpu6	mpuC	--	pho5	*o							1.6	*mboC
	19. to track	--	ɳɑŋ6	ɳʈɔ6	--	--	--	--	*o							2.51	*ndroC
	20. armpit	ɕə5	ʨo5	tʂɔ7	so7a	tsuC	--	ʨa5	*o							3.16	*tsjoC/D
	21. muddy	--	--	ŋkɔ7	ŋko7a	--	--	ŋa7	*o							5.4	*ŋkoD
	22. to grind (grain)	--	ʐo8	ʐɔ8	ʐo8	wjuD	--	--	*o							2.57	*roD
																	
	Chinese loanwords in set 7a:			gjuwX (MC)	臼	jiù  ‘mortar/treadmill’	>	H *ɟoB									
				tsuX (MC)	祖	zǔ  ‘ancestor’	>	H *tsjoB ‘tiger’									
		*lr̥u (OC)	>	trhjuw (MC)	抽	chōu  ‘to pull out’	>	H *throC									
		*[r]ˤo-s ‘to leak’(OC)	>	luwH (MC)	漏	lòu  ‘to drip’	>	H *ŋgroC									
		*(mə-)tsʰˤuʔ-s (OC)	>	tshawH (MC)	造	zào  ‘to arrive at’	>	H *dzoC ‘to reach/arrive at’									
																	
	7b. HM *o (225)																
		1	2	3	4	5	6	7	H	HM	M	8	9	10	11	Initial	HM/M
	23. big	ȴ̥hə1	--	hl̥ɔ1	ɭo1b	l̥uA	l̥jeu1’	ȴo1	*o	*o	*o	lo1	lu1’	ɬu1	lɔu1	2.41.1	*hljo
	24. husband	--	po3	--	--	--	--	--	*o	*o	*o	--	--	bu3	--	1.1	*N-poX
	25. to soak										*o	--	--	ta2	tɔu2	2.3	*doA
																	
	Chinese loanwords in set 7b:	*[ts]ˤuk-s (OC)	>	tsawH (MC)	竈	zào  ‘stove’	>	HM *N-tsoH									
		*(mə-)pˤuk-s (OC)	>	pawH (MC)	報	bào  ‘to announce/report’	>	M *ʔboC (< *mpoH) ‘to tell’									
																	
	7c. HM *u̯o (206, 225)																
		1	2	3	4	5	6	7	H	HM	M	8	9	10	11	Initial	HM
	26. deep	to1	to1	tɔ1	to1a	tuA	ðu1	to1	*o	*u̯o	*u	do1	du1	du1	--	2.1	*N-tu̯o
	27. old	qo5	qɔ5	qu1	--	--	ku5	ko5	*o	*u̯o	*u	ko5’	ku5	ku5	ku5	6.1	*qu̯oH
																	
	7d. HM *əw (206)																
		1	2	3	4	5	6	7	H	HM	M	8	9	10	11	Initial	HM
	28. bamboo	l̥ho3	l̥ho3	hl̥ɔ3	--	--	--	--	*o	*əw	*əu	l̥au3	lɔu3	ɬau3	lau3	2.41	*hləwX
	29. to chop	to3	--	ntɔ3	nto3a	nʔtuB	ntu3	no3	*o	*əw	*əu	--	--	dau3	dau3	2.4	*ntəwX
	30. to come back	lo4	lo4	lɔ4	lu4	luB	lɔu4	lo4	*o	*əw	*əu	lau4	lau4	lau4	lau4	2.42	*ləwX
																	
	Chinese loanword in set 7d:	ʔæwX (MC)	拗	ǎo  ‘to break’	>	H *ʔloB, M *ʔnəuB (< *ʔəwX) This word appears with different “cover” consonants in Hmongic (ʔl- ) and Mienic (ʔn- ).  It is not clear if this was borrowed once as *ʔəwX, or separately into the two branches, from Chinese sources that had already added a cover consonant, as H *ʔloB and M *ʔnəuB; they have been entered separately in the onsets section and in the appendix.											
																	
	7e. HM *i̯ou (134)																
		1	2	3	4	5	6	7	H	HM	M	8	9	10	11	Initial	HM
	31. cooking smoke	--	ȵʨho5	ɲchɔ5	ȵʨo5b	ȵʔʨhuB	--	--	*o	*i̯ou	*i̯ou	ɕeu5	sɔu5’	--	--	4.5	*ɲchi̯ouH
																	
	Chinese loanwords in set 7e:	*Nə.[ts]ˤuʔ (OC)	>	tsawX (MC)	早	zǎo  ‘early’	>	HM *ntsi̯ouX									
				syoX (MC)	暑	shǔ  ‘warm’	>	HM *sji̯ouX									
																	
	7f. HM *əp (106)																
		1	2	3	4	5	6	7	H	HM	M	8	9	10	11	Initial	HM/M
	32. to bite	tə8	to8	tɔ8	to8	ðuD	--	ta8	*o	*əp	*əp	tap8	tap8	than8	--	2.3	*dəp
	33. centipede										*əp	ɕap7	tθap7’	sən7	tsap7	2.13	*səpD
	34. lightning flash										*əp	gap7	--	--	dzjɛp8	2.42.1	*ljəpD
																	
	Chinese loanwords in set 7f:	*kˤ<r>ep (OC)	>	kɛp (MC)	夾	jiā  ‘to pinch’	>	M *ʔɟəpD ‘to pick up’									
		*(kə.)rəp (OC)	>	lip (MC)	笠	lì  ‘bamboo hat’	>	M *rəpD									
																	
	7g. HM *ət (222, 108)																
		1	2	3	4	5	6	7	H	HM	M	8	9	10	11	Initial	HM/M
	35. to weave	to7	nto7	ntɔ7	--	--	ntu7	na7	*o	*ət	*ət	dat7	dat7	dan7	dat7	2.4	*ntət
	36. to laugh	ȶə7	ʈo7	ʈɔ7	ʂo7a	tʂuD	tsu7	ʨa7	*o	*ət	*ət	kjat7	kjet7	klan7	tut7	5.46	*krət
	37. near										*ət	θat7	tθat7	--	--	2.13	*sətD
	38. thick (porridge)										*ət	--	kat8	--	--	05/06/03	*gətD
																	
	Chinese loanword in set 7g:	kjwot (MC)	蕨	jué  ‘fern’	>	M *kʷjətD											
																	
	7h. HM *u̯ət (108)																
		1	2	3	4	5	6	7	H	HM	M	8	9	10	11	Initial	HM
	39. to see	poŋ8	--	pɔ8	po8	mpuD	pu8	pa8	*o	*u̯ət	*u̯ət	pwat8	fat8	phi8	--	1.3	*bu̯ət
																	
	Chinese loanword in set 7h:	phjut (MC)	拂	fú  ‘to brush’	>	M *phu̯ətD ‘to sweep’											
																	
	7i. HM *ək (167)																
		1	2	3	4	5	6	7	H	HM	M	8	9	10	11	Initial	M
	40. crossbow									*ək	*ək	n̥ak5	na7’	--	--	2.8	*hnəkD
	41. to swallow									*ək	*ək	na7	na7	na7	--	2.7	*ʔnəkD
																	
	Chinese loanword in set 7i:	*kə.rək (OC)	>	lik (MC)	力	lì  ‘strength’	>	HM *-rək, M *khləkD									
																	
	Discussion																
	Pa-Hng (12) shows a rime difference that reflects whether or not the Hmong-Mien rimes of this set (as reflected in the Mienic forms) were open or closed. Open Hmong-Mien rimes yield Pa-Hng /o/ (see rimes 7b-d above), whereas closed Hmong-Mien rimes yield Pa-Hng /a/ (see rimes 7f-h above).  The reflection of the open/closed Hmong-Mien contrast as a vowel quality difference in Pa Hng can also be seen in rime 4.  Similarly, Jiwei (Qo Xiong) (2) shows vowel quality differences reflecting elements of the rime not preserved elsewhere in Hmongic in rimes 4, 12/17, and 13. This suggests that Pa-Hng and Jiwei may have split off the main Hmongic branch at an early stage (see Strecker 1987a,b on the conservatism of “Na-e”, or Pa-Hng). 																
																	
	The Mienic reflexes of rimes 7b and 7c are almost identical, and those of 7c are clearly to be reconstructed as Mienic *u, since they merge with 3f and 16c (including the common development of Mienic *u to Liangzi Mun /-o/).  The key difference between the two sets is in Zao Min (23):																
																	
	7b	HM *o	>	M *o	>	Zao Min /-ɔu/											
	7c	HM *u̯o	>	M *u	>	Zao Min /-u/											
																	
	There is no evidence from the Hmongic side to place the words in rime 7g (*-ək) here.  However, the fact that *-əp and *-ət belong to this rime allow us to provisionally include them here as well.																
																	
	The two words in Wang and Mao rime set 105 belong here as well, but they are not listed above, since they are both Chinese loanwords.  They have another rime—*ap—that merged with the others above into Hmongic *o (rather than into Hmongic *a, as we might expect).  They are Hmong-Mien *ʔap ‘duck’ from Chinese 鴨 (MC ʔæp > Man. yā), and Hmong-Mien *dap ‘to put on/wear shoes’, possibly from Chinese 踏  ‘step on’ (MC thop > Man tà).																
																	
	Notes																
	2. Perhaps the same as Hmong-Mien *mpuə ‘thunder’ (1.4/16); see discussion under onset 1.2.																
	3. Perhaps borrowed from Chinese 婦 ‘wife, married woman’ (MC bjuwX > Man. fù), although the tones do not correspond.																
	4. The Jiwei (2) form is from Office of Miao-Yao Research Lexicon 1987.																
	7. Compare the similar Mienic *phlu̯əmB ‘to play (flute)’ (1.32/29).																
	16. This is the span of thumb to middle finger in White Hmong.																
	19. White Hmong nrog /ɳʈɔ6/ means ‘to accompany; with’ (‘to track’ > ‘to follow’ > ‘to accompany’ > ‘with’).																
	21. Hainan Mun /glɔɔ6/ ‘muddy’ looks similar (Shintani and Yang 1990), and also fits with the forms under Mienic *ŋglokD ‘turbid’ (5.36/13). 																
	23. In White Hmong, hlob /hl̥ɔ1/ is ‘to grow; elder; great in volume, proud’.  The simple word for ‘big’ is loj /lɔ2/, which appears to have the same root. The tonal and onset difference may be attributed to a prefix that devoiced the initial of ‘to grow’: *hlj- yielded upper-register tone 1, while *lj- yielded lower-register tone 2 (see chapter 4).																
	24. Compare Chinese 父 ‘father’ (OC *[b](r)aʔ > MC bjuX > Man. fù). See also Hmong-Mien ‘father/male’ *pjaX (1.16/4).																
	27. Wang and Mao (1995:327–328) list ‘old’ in the sense of ‘aged’, and ‘old’ as the opposite of ‘new’ separately because of the presence of two forms in Ho Ne (She), with those meanings  (kɤ5 and kɔ5, respectively).  Since the forms are otherwise identical, they are presented together here. This is probably from Chinese 故 ‘old (not new)’ (OC *kˤa(ʔ)-s > MC kuH > Man. gù), especially since in White Hmong it appears before the noun it modifies, as in Chinese, rather than in the native position after the noun.																
	30. In White Hmong, ‘to come back to one’s home’; compare 2.3/15 ‘to come (back to a place other than one’s home)’.																
	32. Compare Malayo-Polynesian *ketep ‘to bite’.																
	33. There are similar forms in both Tai-Kadai (Lao /khep7/)and Mon-Khmer (Khmer /kʔæp/).  See also the Hmongic word for ‘centipede’ *khlʉŋC (5.2/23).																
	34. Hmongic *ljeD ‘lightning flash’ (2.42.1/10) would have ended in either -p or -t (Hmong-Mien tone 8 words ending in -k merged with tone 6 in Hmongic), so these two words are clearly related.  Compare to Tibeto-Burman *(s-)lyap ‘flitter, flash; lightning’.																
	38. Also Jiangdi Mien /ʥat8/ and Xiangnan Mien  /jə8/.  Compare Proto Malayo-Polynesian *buket ‘thick, viscous’ from Proto Austronesian root */-keC/; Proto Malayo-Polynesian */-ket/ ‘adhesive, sticky’ (ACD).																
	40. Jiangdi Mien (Wang and Mao 15) has been substituted for Luoxiang Mien (8).  This is undoubtedly the same word as Hmongic *hnænB ‘crossbow’ (2.8/19). Compare Mon-Khmer *snaʔ (Shorto #97), Chinese 弩 (OC *[n]ˤaʔ > MC nuX > Man. nǔ), and Proto Tai *hnaa B1.																
																	
	8																
	8a. H *ʉ																
		1	2	3	4	5	6	7	H							Initial	H
	1. to push earth aside	phɛ1	--	phua1	pou1b	--	phau1	phɪ1	*ʉ							1.2	*phʉA
	2. marrow/brains	l̥hɛ1	l̥hə1	hl̥ɯ1	lou1b	l̥uA	--	--	*ʉ							2.41	*hlʉA
	3. to rot	la2	--	lɯ2	lou2	lenA	--	--	*ʉ							2.42	*lʉA
	4. 2sg (you)	--	--	kɔ2	--	--	--	--	*ʉ							5.3	*gʉA
	5. to pack/wrap	qhɛ3	--	qhɯ3	hou3b	qhuB	khau3	--	*ʉ							05/06/02	*qhʉB
	6. to flow	--	--	ntɯ4	--	qluB	ljɔu4	--	*ʉ							6.36	*ɴɢlʉB
	7. cuckoo	--	qu4	--	hu4	--	--	--	*ʉ							6.3	*ɢʉB
	8. elephant	shɛ5	--	ntshɯ5	--	nʔtshuC	--	--	*ʉ							3.5	*ntshʉC
	9. lung	zɛ6	mʐə5	ɳtʂɯ7	mpʐou5a	mʔpjuC	--	mɔ5	*ʉ							1.49	*mprʉC
	10. to stroke	l̥hɛ5	phʐə5	phlɯ7	plou5b	phluC	--	--	*ʉ							1.32	*phlʉC
	11. which	tei6	--	tɯ6	tu6	ðuB	--	ti1	*ʉ							2.3	*dʉC
	12. shoulder	--	pə6	pɯ6	--	vuC	--	--	*ʉ							1.3	*bʉC
																	
	Chinese loanwords in set 8a:	luH (MC)	露	lù  ‘dew’	>	H *lʉC											
		bjuX (MC)	腐	fǔ  ‘curd’	>	H *hʉB ‘bean curd’											
																	
	8b. HM *u̯ei (39, 170, 242)																
		1	2	3	4	5	6	7	H	HM	M	8	9	10	11	Initial	HM/M
	13. 2sg (you)	moŋ2	mɯ2	--	--	--	mɐŋ2	mɯ6	*ʉ	*u̯ei	*u̯ei	mwei 2	mei2	məi2	mui2	1.9	*mu̯ei
	14. tail	tɛ3	tə3	tɯ5	tou3a	tuB	ðau3	tɛ3	*ʉ	*u̯ei	*u̯ei	twei3	tei3	dwai3	dui3	2.1	*tu̯eiX
	15. younger brother	--	kɯ3	kɯ3	kou3a	kuB	--	--	*ʉ	*u̯ei	*u̯ei	--	--	ki3	kui3	5.1	*ku̯eiX
	16. malodorous	--	ʨə5	tʂɯ5	sou5a	tsuC	tʃau5 	ʨɔ5	*ʉ	*u̯ei	*u̯ei	θwei5’	tθei5	tswəi5	ti5	3.16	*tsju̯eiH
	17. to sleep/lie down	pi5	pə5	pɯ5	pu5a	puC	pau5	pɛ5	*ʉ	*u̯ei	*u̯ei	pwei5’	fei5	--	bui5	1.1	*pu̯eiH
	18. bee										*u̯ei	mwei4	ŋwei4	mi4	mui4	1.9	*mu̯eiB
	19. to shed leaves/drop										*u̯ei	blwei6	blei6	--	--	1.36	*mblu̯eiC
																	
	Chinese loanwords in set 8b: 	*[k]ʷˤraj (OC)	>	kwæ (MC)	蝸	wō  ‘snail’	>	H *ɢʉA									
		*[k]ʷˤraj (OC)	>	kwæ (MC)	蝸	wō  ‘snail’	>	M *klu̯eiA/B									
		*[dz]ˤo[j]ʔ (OC)	>	dzwaX (MC)	坐	zuò  ‘to sit’	>	M *dzu̯eiB									
				lwojH (MC)	累	lèi  ‘tired’	>	M *lu̯eiC ‘lazy’									
																	
	8c. HM *ui (226) 																
		1	2	3	4	5	6	7	H	HM	M	8	9	10	11	Initial	HM
	20. nose	zɛ6	mʐə6	ɳtʂɯ6	mpʐu6	mpjuC	mpjau6	mjɔ6	*ʉ	*ui	*ui	pa6	--	bli6	--	1.51	*mbruiH
																	
	Discussion																
	It is clear that the medial -w- in the Mienic forms of rime 8b point to a rounded element in the rime, not secondary rounding of the initial consonant, since it occurs consistently in this rime.																
																	
	Notes																
	2. According to Sagart (1999:67), this is the same as Chinese 髓 ‘marrow’ (OC *s-lojʔ > MC sjweX > Man. suǐ).																
	4. Also attested in Western Hmongic Xianjin /kau2/, Shimen /ʨy6/ and Bunu /kau2/.																
	5. Possibly from Chinese 裹 ‘to wrap’ (OC *[k]ˤo[j]ʔ > MC kwaX > Man. guǒ).																
	8. Compare Lolo-Burmese *ts(h)aŋ ‘elephant’ > Written Burmese chaŋ.																
	10. Compare Mienic *phlunA (1.32/27) and Chinese 撫  ‘to caress’ (OC *[pʰ](r)aʔ > MC phjuX > Man. fǔ).																
	13. Similar to the Austronesian 2pl root *-mu (ACD); the 2pl root was extended to the 2sg in Austronesian. Western Hmongic has a different root in set 8a above: *gʉA (5.3/8).																
	15. Sunjiang Biao Min (Wang and Mao 22) has been substituted for Quanzhou Biao Min (10).																
	20. Compare Chinese 鼻 ‘nose’ (OC *m-[b]i[t]-s > MC bjijH > Man. bí). For the reconstruction of this rime, see Jiangdi Mien /bjuːi6/, Xiangnan Mien /bu8/, and Changping Mien /blui6/ (Wang and Mao 1995).																
																	
	9																
	9a. H *uw																
		1	2	3	4	5	6	7	H							Initial	H
	1. gourd	--	tɔ1	tau1	tu1a	toA	--	--	*uw							2.1	*tuwA
	2. to butt (of bulls)	ȶu5	--	ɳʈau5	ɳʈu5a	ɳʔtʂoC	--	--	*uw							2.49	*ntruwC
